"DateTime","Awanui Stream at Flume (x)","Awanui Stream at Flume (y)"
"Thu 12th May 2022","2022-05-12 00:00:00",16159
"Fri 13th May 2022","2022-05-13 00:00:00",16153
"Sat 14th May 2022","2022-05-14 00:00:00",16152
"Sun 15th May 2022","2022-05-15 00:00:00",16158
"Mon 16th May 2022","2022-05-16 00:00:00",16180
"Tue 17th May 2022","2022-05-17 00:00:00",16198
"Wed 18th May 2022","2022-05-18 00:00:00",16181
"Thu 19th May 2022","2022-05-19 00:00:00",16179
"Fri 20th May 2022","2022-05-20 00:00:00",16172
"Sat 21st May 2022","2022-05-21 00:00:00",16168
"Sun 22nd May 2022","2022-05-22 00:00:00",16164
"Mon 23rd May 2022","2022-05-23 00:00:00",16157
"Tue 24th May 2022","2022-05-24 00:00:00",16152
"Wed 25th May 2022","2022-05-25 00:00:00",16151
"Thu 26th May 2022","2022-05-26 00:00:00",16147
"Fri 27th May 2022","2022-05-27 00:00:00",16146
"Sat 28th May 2022","2022-05-28 00:00:00",16149
"Sun 29th May 2022","2022-05-29 00:00:00",16162
"Mon 30th May 2022","2022-05-30 00:00:00",16178
"Tue 31st May 2022","2022-05-31 00:00:00",16283
"Wed 1st Jun 2022","2022-06-01 00:00:00",16308
"Thu 2nd Jun 2022","2022-06-02 00:00:00",16289
"Fri 3rd Jun 2022","2022-06-03 00:00:00",16313
"Sat 4th Jun 2022","2022-06-04 00:00:00",16310
"Sun 5th Jun 2022","2022-06-05 00:00:00",16292
"Mon 6th Jun 2022","2022-06-06 00:00:00",16285
"Tue 7th Jun 2022","2022-06-07 00:00:00",16278
"Wed 8th Jun 2022","2022-06-08 00:00:00",16275
"Thu 9th Jun 2022","2022-06-09 00:00:00",16272
"Fri 10th Jun 2022","2022-06-10 00:00:00",16268
"Sat 11th Jun 2022","2022-06-11 00:00:00",16262
"Sun 12th Jun 2022","2022-06-12 00:00:00",16253
"Mon 13th Jun 2022","2022-06-13 00:00:00",16260
"Tue 14th Jun 2022","2022-06-14 00:00:00",16263
"Wed 15th Jun 2022","2022-06-15 00:00:00",16259
"Thu 16th Jun 2022","2022-06-16 00:00:00",16249
"Fri 17th Jun 2022","2022-06-17 00:00:00",16239
"Sat 18th Jun 2022","2022-06-18 00:00:00",16260
"Sun 19th Jun 2022","2022-06-19 00:00:00",16279
"Mon 20th Jun 2022","2022-06-20 00:00:00",16288
"Tue 21st Jun 2022","2022-06-21 00:00:00",16299
"Wed 22nd Jun 2022","2022-06-22 00:00:00",16303
"Thu 23rd Jun 2022","2022-06-23 00:00:00",16293
"Fri 24th Jun 2022","2022-06-24 00:00:00",16284
"Sat 25th Jun 2022","2022-06-25 00:00:00",16270
"Sun 26th Jun 2022","2022-06-26 00:00:00",16274
"Mon 27th Jun 2022","2022-06-27 00:00:00",16270
"Tue 28th Jun 2022","2022-06-28 00:00:00",16268
"Wed 29th Jun 2022","2022-06-29 00:00:00",16265
"Thu 30th Jun 2022","2022-06-30 00:00:00",16268
"Fri 1st Jul 2022","2022-07-01 00:00:00",16263
"Sat 2nd Jul 2022","2022-07-02 00:00:00",16261
"Sun 3rd Jul 2022","2022-07-03 00:00:00",16259
"Mon 4th Jul 2022","2022-07-04 00:00:00",16257
"Tue 5th Jul 2022","2022-07-05 00:00:00",16252
"Wed 6th Jul 2022","2022-07-06 00:00:00",16253
"Thu 7th Jul 2022","2022-07-07 00:00:00",16266
"Fri 8th Jul 2022","2022-07-08 00:00:00",16279
"Sat 9th Jul 2022","2022-07-09 00:00:00",16299
"Sun 10th Jul 2022","2022-07-10 00:00:00",16280
"Mon 11th Jul 2022","2022-07-11 00:00:00",16274
"Tue 12th Jul 2022","2022-07-12 00:00:00",16513
"Wed 13th Jul 2022","2022-07-13 00:00:00",17455
"Thu 14th Jul 2022","2022-07-14 00:00:00",16893
"Fri 15th Jul 2022","2022-07-15 00:00:00",17319
"Sat 16th Jul 2022","2022-07-16 00:00:00",17275
"Sun 17th Jul 2022","2022-07-17 00:00:00",16900
"Mon 18th Jul 2022","2022-07-18 00:00:00",16763
"Tue 19th Jul 2022","2022-07-19 00:00:00",16687
"Wed 20th Jul 2022","2022-07-20 00:00:00",16636
"Thu 21st Jul 2022","2022-07-21 00:00:00",16718
"Fri 22nd Jul 2022","2022-07-22 00:00:00",16612
"Sat 23rd Jul 2022","2022-07-23 00:00:00",16552
"Sun 24th Jul 2022","2022-07-24 00:00:00",16532
"Mon 25th Jul 2022","2022-07-25 00:00:00",16514
"Tue 26th Jul 2022","2022-07-26 00:00:00",16662
"Wed 27th Jul 2022","2022-07-27 00:00:00",17133
"Thu 28th Jul 2022","2022-07-28 00:00:00",16773
"Fri 29th Jul 2022","2022-07-29 00:00:00",16720
"Sat 30th Jul 2022","2022-07-30 00:00:00",16625
"Sun 31st Jul 2022","2022-07-31 00:00:00",16589
"Mon 1st Aug 2022","2022-08-01 00:00:00",16541
"Tue 2nd Aug 2022","2022-08-02 00:00:00",16517
"Wed 3rd Aug 2022","2022-08-03 00:00:00",16499
"Thu 4th Aug 2022","2022-08-04 00:00:00",16485
"Fri 5th Aug 2022","2022-08-05 00:00:00",16469
"Sat 6th Aug 2022","2022-08-06 00:00:00",16460
"Sun 7th Aug 2022","2022-08-07 00:00:00",16455
"Mon 8th Aug 2022","2022-08-08 00:00:00",16441
"Tue 9th Aug 2022","2022-08-09 00:00:00",16497
"Wed 10th Aug 2022","2022-08-10 00:00:00",16734
"Thu 11th Aug 2022","2022-08-11 00:00:00",16645
"Fri 12th Aug 2022","2022-08-12 00:00:00",16581
"Sat 13th Aug 2022","2022-08-13 00:00:00",16529
"Sun 14th Aug 2022","2022-08-14 00:00:00",16497
"Mon 15th Aug 2022","2022-08-15 00:00:00",16475
"Tue 16th Aug 2022","2022-08-16 00:00:00",16492
"Wed 17th Aug 2022","2022-08-17 00:00:00",16469
"Thu 18th Aug 2022","2022-08-18 00:00:00",16489
"Fri 19th Aug 2022","2022-08-19 00:00:00",16521
"Sat 20th Aug 2022","2022-08-20 00:00:00",16508
"Sun 21st Aug 2022","2022-08-21 00:00:00",16478
"Mon 22nd Aug 2022","2022-08-22 00:00:00",16451
"Tue 23rd Aug 2022","2022-08-23 00:00:00",16546
"Wed 24th Aug 2022","2022-08-24 00:00:00",16552
"Thu 25th Aug 2022","2022-08-25 00:00:00",16526
"Fri 26th Aug 2022","2022-08-26 00:00:00",16618
"Sat 27th Aug 2022","2022-08-27 00:00:00",17155
"Sun 28th Aug 2022","2022-08-28 00:00:00",16859
"Mon 29th Aug 2022","2022-08-29 00:00:00",16795
"Tue 30th Aug 2022","2022-08-30 00:00:00",16737
"Wed 31st Aug 2022","2022-08-31 00:00:00",16691
"Thu 1st Sep 2022","2022-09-01 00:00:00",16613
"Fri 2nd Sep 2022","2022-09-02 00:00:00",16576
"Sat 3rd Sep 2022","2022-09-03 00:00:00",16556
"Sun 4th Sep 2022","2022-09-04 00:00:00",16544
"Mon 5th Sep 2022","2022-09-05 00:00:00",16520
"Tue 6th Sep 2022","2022-09-06 00:00:00",17300
"Wed 7th Sep 2022","2022-09-07 00:00:00",17101
"Thu 8th Sep 2022","2022-09-08 00:00:00",16972
"Fri 9th Sep 2022","2022-09-09 00:00:00",16863
"Sat 10th Sep 2022","2022-09-10 00:00:00",17008
"Sun 11th Sep 2022","2022-09-11 00:00:00",17699
"Mon 12th Sep 2022","2022-09-12 00:00:00",17950
"Tue 13th Sep 2022","2022-09-13 00:00:00",17413
"Wed 14th Sep 2022","2022-09-14 00:00:00",17132
"Thu 15th Sep 2022","2022-09-15 00:00:00",16956
"Fri 16th Sep 2022","2022-09-16 00:00:00",16897
"Sat 17th Sep 2022","2022-09-17 00:00:00",16879
"Sun 18th Sep 2022","2022-09-18 00:00:00",16766
"Mon 19th Sep 2022","2022-09-19 00:00:00",16720
"Tue 20th Sep 2022","2022-09-20 00:00:00",16745
"Wed 21st Sep 2022","2022-09-21 00:00:00",16754
"Thu 22nd Sep 2022","2022-09-22 00:00:00",17097
"Fri 23rd Sep 2022","2022-09-23 00:00:00",17851
"Sat 24th Sep 2022","2022-09-24 00:00:00",18421
"Sun 25th Sep 2022","2022-09-24 23:00:00",18045
"Mon 26th Sep 2022","2022-09-25 23:00:00",17521
"Tue 27th Sep 2022","2022-09-26 23:00:00",17324
"Wed 28th Sep 2022","2022-09-27 23:00:00",17048
"Thu 29th Sep 2022","2022-09-28 23:00:00",16965
"Fri 30th Sep 2022","2022-09-29 23:00:00",16852
"Sat 1st Oct 2022","2022-09-30 23:00:00",17180
"Sun 2nd Oct 2022","2022-10-01 23:00:00",17798
"Mon 3rd Oct 2022","2022-10-02 23:00:00",17799
"Tue 4th Oct 2022","2022-10-03 23:00:00",17445
"Wed 5th Oct 2022","2022-10-04 23:00:00",17219
"Thu 6th Oct 2022","2022-10-05 23:00:00",17080
"Fri 7th Oct 2022","2022-10-06 23:00:00",17052
"Sat 8th Oct 2022","2022-10-07 23:00:00",16939
"Sun 9th Oct 2022","2022-10-08 23:00:00",16838
"Mon 10th Oct 2022","2022-10-09 23:00:00",16816
"Tue 11th Oct 2022","2022-10-10 23:00:00",16787
"Wed 12th Oct 2022","2022-10-11 23:00:00",16764
"Thu 13th Oct 2022","2022-10-12 23:00:00",16906
"Fri 14th Oct 2022","2022-10-13 23:00:00",17074
"Sat 15th Oct 2022","2022-10-14 23:00:00",16937
"Sun 16th Oct 2022","2022-10-15 23:00:00",16897
"Mon 17th Oct 2022","2022-10-16 23:00:00",16840
"Tue 18th Oct 2022","2022-10-17 23:00:00",16794
"Wed 19th Oct 2022","2022-10-18 23:00:00",16752
"Thu 20th Oct 2022","2022-10-19 23:00:00",16713
"Fri 21st Oct 2022","2022-10-20 23:00:00",16682
"Sat 22nd Oct 2022","2022-10-21 23:00:00",16752
"Sun 23rd Oct 2022","2022-10-22 23:00:00",16634
"Mon 24th Oct 2022","2022-10-23 23:00:00",16615
"Tue 25th Oct 2022","2022-10-24 23:00:00",16595
"Wed 26th Oct 2022","2022-10-25 23:00:00",16592
"Thu 27th Oct 2022","2022-10-26 23:00:00",16579
"Fri 28th Oct 2022","2022-10-27 23:00:00",16567
"Sat 29th Oct 2022","2022-10-28 23:00:00",16555
"Sun 30th Oct 2022","2022-10-29 23:00:00",16544
"Mon 31st Oct 2022","2022-10-30 23:00:00",16548
"Tue 1st Nov 2022","2022-10-31 23:00:00",16547
"Wed 2nd Nov 2022","2022-11-01 23:00:00",16528
"Thu 3rd Nov 2022","2022-11-02 23:00:00",16508
"Fri 4th Nov 2022","2022-11-03 23:00:00",16505
"Sat 5th Nov 2022","2022-11-04 23:00:00",16490
"Sun 6th Nov 2022","2022-11-05 23:00:00",16476
"Mon 7th Nov 2022","2022-11-06 23:00:00",16473
"Tue 8th Nov 2022","2022-11-07 23:00:00",16472
"Wed 9th Nov 2022","2022-11-08 23:00:00",16462
"Thu 10th Nov 2022","2022-11-09 23:00:00",16457
"Fri 11th Nov 2022","2022-11-10 23:00:00",16441
"Sat 12th Nov 2022","2022-11-11 23:00:00",16532
"Sun 13th Nov 2022","2022-11-12 23:00:00",16488
"Mon 14th Nov 2022","2022-11-13 23:00:00",16461
"Tue 15th Nov 2022","2022-11-14 23:00:00",16444
"Wed 16th Nov 2022","2022-11-15 23:00:00",16426
"Thu 17th Nov 2022","2022-11-16 23:00:00",16368
"Fri 18th Nov 2022","2022-11-17 23:00:00",16370
"Sat 19th Nov 2022","2022-11-18 23:00:00",16373
"Sun 20th Nov 2022","2022-11-19 23:00:00",16367
"Mon 21st Nov 2022","2022-11-20 23:00:00",16352
"Tue 22nd Nov 2022","2022-11-21 23:00:00",16371
"Wed 23rd Nov 2022","2022-11-22 23:00:00",16395
"Thu 24th Nov 2022","2022-11-23 23:00:00",16392
"Fri 25th Nov 2022","2022-11-24 23:00:00",16380
"Sat 26th Nov 2022","2022-11-25 23:00:00",16369
"Sun 27th Nov 2022","2022-11-26 23:00:00",16368
"Mon 28th Nov 2022","2022-11-27 23:00:00",16382
"Tue 29th Nov 2022","2022-11-28 23:00:00",16370
"Wed 30th Nov 2022","2022-11-29 23:00:00",16366
"Thu 1st Dec 2022","2022-11-30 23:00:00",16368
"Fri 2nd Dec 2022","2022-12-01 23:00:00",16364
"Sat 3rd Dec 2022","2022-12-02 23:00:00",16357
"Sun 4th Dec 2022","2022-12-03 23:00:00",16355
"Mon 5th Dec 2022","2022-12-04 23:00:00",16353
"Tue 6th Dec 2022","2022-12-05 23:00:00",16345
"Wed 7th Dec 2022","2022-12-06 23:00:00",16322
"Thu 8th Dec 2022","2022-12-07 23:00:00",16314
"Fri 9th Dec 2022","2022-12-08 23:00:00",16314
"Sat 10th Dec 2022","2022-12-09 23:00:00",16312
"Sun 11th Dec 2022","2022-12-10 23:00:00",16332
"Mon 12th Dec 2022","2022-12-11 23:00:00",16380
"Tue 13th Dec 2022","2022-12-12 23:00:00",16345
"Wed 14th Dec 2022","2022-12-13 23:00:00",16334
"Thu 15th Dec 2022","2022-12-14 23:00:00",16352
"Fri 16th Dec 2022","2022-12-15 23:00:00",16448
"Sat 17th Dec 2022","2022-12-16 23:00:00",16392
"Sun 18th Dec 2022","2022-12-17 23:00:00",16554
"Mon 19th Dec 2022","2022-12-18 23:00:00",16795
"Tue 20th Dec 2022","2022-12-19 23:00:00",16995
"Wed 21st Dec 2022","2022-12-20 23:00:00",17325
"Thu 22nd Dec 2022","2022-12-21 23:00:00",17188
"Fri 23rd Dec 2022","2022-12-22 23:00:00",16966
"Sat 24th Dec 2022","2022-12-23 23:00:00",16753
"Sun 25th Dec 2022","2022-12-24 23:00:00",17306
"Mon 26th Dec 2022","2022-12-25 23:00:00",17167
"Tue 27th Dec 2022","2022-12-26 23:00:00",16914
"Wed 28th Dec 2022","2022-12-27 23:00:00",16760
"Thu 29th Dec 2022","2022-12-28 23:00:00",16697
"Fri 30th Dec 2022","2022-12-29 23:00:00",16645
"Sat 31st Dec 2022","2022-12-30 23:00:00",16590
"Sun 1st Jan 2023","2022-12-31 23:00:00",16569
"Mon 2nd Jan 2023","2023-01-01 23:00:00",16577
"Tue 3rd Jan 2023","2023-01-02 23:00:00",16571
"Wed 4th Jan 2023","2023-01-03 23:00:00",16551
"Thu 5th Jan 2023","2023-01-04 23:00:00",16540
"Fri 6th Jan 2023","2023-01-05 23:00:00",16556
"Sat 7th Jan 2023","2023-01-06 23:00:00",16527
"Sun 8th Jan 2023","2023-01-07 23:00:00",16630
"Mon 9th Jan 2023","2023-01-08 23:00:00",17025
"Tue 10th Jan 2023","2023-01-09 23:00:00",17023
"Wed 11th Jan 2023","2023-01-10 23:00:00",17719
"Thu 12th Jan 2023","2023-01-11 23:00:00",18364
"Fri 13th Jan 2023","2023-01-12 23:00:00",18145
"Sat 14th Jan 2023","2023-01-13 23:00:00",17680
"Sun 15th Jan 2023","2023-01-14 23:00:00",17164
"Mon 16th Jan 2023","2023-01-15 23:00:00",16961
"Tue 17th Jan 2023","2023-01-16 23:00:00",16811
"Wed 18th Jan 2023","2023-01-17 23:00:00",16763
"Thu 19th Jan 2023","2023-01-18 23:00:00",16737
"Fri 20th Jan 2023","2023-01-19 23:00:00",16705
"Sat 21st Jan 2023","2023-01-20 23:00:00",16654
"Sun 22nd Jan 2023","2023-01-21 23:00:00",16614
"Mon 23rd Jan 2023","2023-01-22 23:00:00",16589
"Tue 24th Jan 2023","2023-01-23 23:00:00",16541
"Wed 25th Jan 2023","2023-01-24 23:00:00",16524
"Thu 26th Jan 2023","2023-01-25 23:00:00",16507
"Fri 27th Jan 2023","2023-01-26 23:00:00",16482
"Sat 28th Jan 2023","2023-01-27 23:00:00",16838
"Sun 29th Jan 2023","2023-01-28 23:00:00",18458
"Mon 30th Jan 2023","2023-01-29 23:00:00",18536
"Tue 31st Jan 2023","2023-01-30 23:00:00",18190
"Wed 1st Feb 2023","2023-01-31 23:00:00",17682
"Thu 2nd Feb 2023","2023-02-01 23:00:00",17396
"Fri 3rd Feb 2023","2023-02-02 23:00:00",17077
"Sat 4th Feb 2023","2023-02-03 23:00:00",16968
"Sun 5th Feb 2023","2023-02-04 23:00:00",16829
"Mon 6th Feb 2023","2023-02-05 23:00:00",16795
"Tue 7th Feb 2023","2023-02-06 23:00:00",16751
"Wed 8th Feb 2023","2023-02-07 23:00:00",16710
"Thu 9th Feb 2023","2023-02-08 23:00:00",16672
"Fri 10th Feb 2023","2023-02-09 23:00:00",16646
"Sat 11th Feb 2023","2023-02-10 23:00:00",16622
"Sun 12th Feb 2023","2023-02-11 23:00:00",16639
"Mon 13th Feb 2023","2023-02-12 23:00:00",16685
"Tue 14th Feb 2023","2023-02-13 23:00:00",18998
"Wed 15th Feb 2023","2023-02-14 23:00:00",19326
"Thu 16th Feb 2023","2023-02-15 23:00:00",19180
"Fri 17th Feb 2023","2023-02-16 23:00:00",18859
"Sat 18th Feb 2023","2023-02-17 23:00:00",18484
"Sun 19th Feb 2023","2023-02-18 23:00:00",17936
"Mon 20th Feb 2023","2023-02-19 23:00:00",17542
"Tue 21st Feb 2023","2023-02-20 23:00:00",17375
"Wed 22nd Feb 2023","2023-02-21 23:00:00",17263
"Thu 23rd Feb 2023","2023-02-22 23:00:00",17183
"Fri 24th Feb 2023","2023-02-23 23:00:00",17371
"Sat 25th Feb 2023","2023-02-24 23:00:00",17398
"Sun 26th Feb 2023","2023-02-25 23:00:00",17608
"Mon 27th Feb 2023","2023-02-26 23:00:00",17277
"Tue 28th Feb 2023","2023-02-27 23:00:00",17713
"Wed 1st Mar 2023","2023-02-28 23:00:00",17689
"Thu 2nd Mar 2023","2023-03-01 23:00:00",17399
"Fri 3rd Mar 2023","2023-03-02 23:00:00",17238
"Sat 4th Mar 2023","2023-03-03 23:00:00",17122
"Sun 5th Mar 2023","2023-03-04 23:00:00",17746
"Mon 6th Mar 2023","2023-03-05 23:00:00",17437
"Tue 7th Mar 2023","2023-03-06 23:00:00",17295
"Wed 8th Mar 2023","2023-03-07 23:00:00",17113
"Thu 9th Mar 2023","2023-03-08 23:00:00",17059
"Fri 10th Mar 2023","2023-03-09 23:00:00",17024
"Sat 11th Mar 2023","2023-03-10 23:00:00",17069
"Sun 12th Mar 2023","2023-03-11 23:00:00",17002
"Mon 13th Mar 2023","2023-03-12 23:00:00",16935
"Tue 14th Mar 2023","2023-03-13 23:00:00",16871
"Wed 15th Mar 2023","2023-03-14 23:00:00",16837
"Thu 16th Mar 2023","2023-03-15 23:00:00",16825
"Fri 17th Mar 2023","2023-03-16 23:00:00",16811
"Sat 18th Mar 2023","2023-03-17 23:00:00",16787
"Sun 19th Mar 2023","2023-03-18 23:00:00",16762
"Mon 20th Mar 2023","2023-03-19 23:00:00",16742
"Tue 21st Mar 2023","2023-03-20 23:00:00",16727
"Wed 22nd Mar 2023","2023-03-21 23:00:00",16741
"Tue 28th Mar 2023","2023-03-27 23:00:00",16656
"Wed 29th Mar 2023","2023-03-28 23:00:00",16690
"Thu 30th Mar 2023","2023-03-29 23:00:00",16650
"Fri 31st Mar 2023","2023-03-30 23:00:00",16648
"Sat 1st Apr 2023","2023-03-31 23:00:00",16635
"Sun 2nd Apr 2023","2023-04-02 00:00:00",16632
"Mon 3rd Apr 2023","2023-04-03 00:00:00",16624
"Tue 4th Apr 2023","2023-04-04 00:00:00",16596
"Wed 5th Apr 2023","2023-04-05 00:00:00",16589
"Thu 6th Apr 2023","2023-04-06 00:00:00",16580
"Fri 7th Apr 2023","2023-04-07 00:00:00",16595
"Sat 8th Apr 2023","2023-04-08 00:00:00",16599
"Sun 9th Apr 2023","2023-04-09 00:00:00",16587
"Mon 10th Apr 2023","2023-04-10 00:00:00",16594
"Tue 11th Apr 2023","2023-04-11 00:00:00",16585
"Wed 12th Apr 2023","2023-04-12 00:00:00",16549
"Thu 13th Apr 2023","2023-04-13 00:00:00",16535
"Fri 14th Apr 2023","2023-04-14 00:00:00",16535
"Sat 15th Apr 2023","2023-04-15 00:00:00",16529
"Sun 16th Apr 2023","2023-04-16 00:00:00",16522
"Mon 17th Apr 2023","2023-04-17 00:00:00",16514
"Tue 18th Apr 2023","2023-04-18 00:00:00",16511
"Wed 19th Apr 2023","2023-04-19 00:00:00",16508
"Thu 20th Apr 2023","2023-04-20 00:00:00",16504
"Fri 21st Apr 2023","2023-04-21 00:00:00",16494
"Sat 22nd Apr 2023","2023-04-22 00:00:00",16506
"Sun 23rd Apr 2023","2023-04-23 00:00:00",16509
"Mon 24th Apr 2023","2023-04-24 00:00:00",16497
"Tue 25th Apr 2023","2023-04-25 00:00:00",16491
"Wed 26th Apr 2023","2023-04-26 00:00:00",16484
"Thu 27th Apr 2023","2023-04-27 00:00:00",16487
"Fri 28th Apr 2023","2023-04-28 00:00:00",16475
"Sat 29th Apr 2023","2023-04-29 00:00:00",16488
"Sun 30th Apr 2023","2023-04-30 00:00:00",16492
"Mon 1st May 2023","2023-05-01 00:00:00",16500
"Tue 2nd May 2023","2023-05-02 00:00:00",16502
"Wed 3rd May 2023","2023-05-03 00:00:00",16481
"Thu 4th May 2023","2023-05-04 00:00:00",16473
"Fri 5th May 2023","2023-05-05 00:00:00",16476
"Sat 6th May 2023","2023-05-06 00:00:00",16461
"Sun 7th May 2023","2023-05-07 00:00:00",16436
"Mon 8th May 2023","2023-05-08 00:00:00",16432
"Tue 9th May 2023","2023-05-09 00:00:00",16431
"Wed 10th May 2023","2023-05-10 00:00:00",16507
"Thu 11th May 2023","2023-05-11 00:00:00",16494
"Fri 12th May 2023","2023-05-12 00:00:00",16460
"Sat 13th May 2023","2023-05-13 00:00:00",16441
"Sun 14th May 2023","2023-05-14 00:00:00",16435
"Mon 15th May 2023","2023-05-15 00:00:00",16431
"Tue 16th May 2023","2023-05-16 00:00:00",16430
"Wed 17th May 2023","2023-05-17 00:00:00",16427
"Thu 18th May 2023","2023-05-18 00:00:00",16419
"Fri 19th May 2023","2023-05-19 00:00:00",16431
"Sat 20th May 2023","2023-05-20 00:00:00",16449
"Sun 21st May 2023","2023-05-21 00:00:00",16462
"Mon 22nd May 2023","2023-05-22 00:00:00",16451
"Tue 23rd May 2023","2023-05-23 00:00:00",16429
"Wed 24th May 2023","2023-05-24 00:00:00",16427
"Thu 25th May 2023","2023-05-25 00:00:00",16422
"Fri 26th May 2023","2023-05-26 00:00:00",16429
"Sat 27th May 2023","2023-05-27 00:00:00",16432
"Sun 28th May 2023","2023-05-28 00:00:00",16424
"Mon 29th May 2023","2023-05-29 00:00:00",16416
"Tue 30th May 2023","2023-05-30 00:00:00",16411
"Wed 31st May 2023","2023-05-31 00:00:00",16404
"Thu 1st Jun 2023","2023-06-01 00:00:00",16400
"Fri 2nd Jun 2023","2023-06-02 00:00:00",16399
"Sat 3rd Jun 2023","2023-06-03 00:00:00",16390
"Sun 4th Jun 2023","2023-06-04 00:00:00",16378
"Mon 5th Jun 2023","2023-06-05 00:00:00",16382
"Tue 6th Jun 2023","2023-06-06 00:00:00",16484
"Wed 7th Jun 2023","2023-06-07 00:00:00",16488
"Thu 8th Jun 2023","2023-06-08 00:00:00",16483
"Fri 9th Jun 2023","2023-06-09 00:00:00",16495
"Sat 10th Jun 2023","2023-06-10 00:00:00",16492
"Sun 11th Jun 2023","2023-06-11 00:00:00",16478
"Mon 12th Jun 2023","2023-06-12 00:00:00",16464
"Tue 13th Jun 2023","2023-06-13 00:00:00",16447
"Wed 14th Jun 2023","2023-06-14 00:00:00",16437
"Thu 15th Jun 2023","2023-06-15 00:00:00",16427
"Fri 16th Jun 2023","2023-06-16 00:00:00",16421
"Sat 17th Jun 2023","2023-06-17 00:00:00",16433
"Sun 18th Jun 2023","2023-06-18 00:00:00",16896
"Mon 19th Jun 2023","2023-06-19 00:00:00",17068
"Tue 20th Jun 2023","2023-06-20 00:00:00",16915
"Wed 21st Jun 2023","2023-06-21 00:00:00",16719
"Thu 22nd Jun 2023","2023-06-22 00:00:00",16736
"Fri 23rd Jun 2023","2023-06-23 00:00:00",17706
"Sat 24th Jun 2023","2023-06-24 00:00:00",18118
"Sun 25th Jun 2023","2023-06-25 00:00:00",18110
"Mon 26th Jun 2023","2023-06-26 00:00:00",17741
"Tue 27th Jun 2023","2023-06-27 00:00:00",17991
"Wed 28th Jun 2023","2023-06-28 00:00:00",17724
"Thu 29th Jun 2023","2023-06-29 00:00:00",17417
"Fri 30th Jun 2023","2023-06-30 00:00:00",17173
"Sat 1st Jul 2023","2023-07-01 00:00:00",16962
"Sun 2nd Jul 2023","2023-07-02 00:00:00",16929
"Mon 3rd Jul 2023","2023-07-03 00:00:00",16870
"Tue 4th Jul 2023","2023-07-04 00:00:00",16835
"Wed 5th Jul 2023","2023-07-05 00:00:00",16818
"Thu 6th Jul 2023","2023-07-06 00:00:00",16786
"Fri 7th Jul 2023","2023-07-07 00:00:00",16767
"Sat 8th Jul 2023","2023-07-08 00:00:00",16808
"Sun 9th Jul 2023","2023-07-09 00:00:00",17785
"Mon 10th Jul 2023","2023-07-10 00:00:00",18558
"Tue 11th Jul 2023","2023-07-11 00:00:00",18319
"Wed 12th Jul 2023","2023-07-12 00:00:00",17898
"Thu 13th Jul 2023","2023-07-13 00:00:00",17437
"Fri 14th Jul 2023","2023-07-14 00:00:00",17186
"Sat 15th Jul 2023","2023-07-15 00:00:00",17055
"Sun 16th Jul 2023","2023-07-16 00:00:00",16998
"Mon 17th Jul 2023","2023-07-17 00:00:00",17009
"Tue 18th Jul 2023","2023-07-18 00:00:00",16977
"Wed 19th Jul 2023","2023-07-19 00:00:00",16945
"Thu 20th Jul 2023","2023-07-20 00:00:00",16921
"Fri 21st Jul 2023","2023-07-21 00:00:00",16916
"Sat 22nd Jul 2023","2023-07-22 00:00:00",16981
"Sun 23rd Jul 2023","2023-07-23 00:00:00",16940
"Mon 24th Jul 2023","2023-07-24 00:00:00",16910
"Tue 25th Jul 2023","2023-07-25 00:00:00",16871
"Wed 26th Jul 2023","2023-07-26 00:00:00",16874
"Thu 27th Jul 2023","2023-07-27 00:00:00",16867
"Fri 28th Jul 2023","2023-07-28 00:00:00",16860
"Sat 29th Jul 2023","2023-07-29 00:00:00",16873
"Sun 30th Jul 2023","2023-07-30 00:00:00",16840
"Mon 31st Jul 2023","2023-07-31 00:00:00",16816
"Tue 1st Aug 2023","2023-08-01 00:00:00",16798
"Wed 2nd Aug 2023","2023-08-02 00:00:00",16786
"Thu 3rd Aug 2023","2023-08-03 00:00:00",16794
"Fri 4th Aug 2023","2023-08-04 00:00:00",16762
"Sat 5th Aug 2023","2023-08-05 00:00:00",16743
"Sun 6th Aug 2023","2023-08-06 00:00:00",16729
"Mon 7th Aug 2023","2023-08-07 00:00:00",16725
"Tue 8th Aug 2023","2023-08-08 00:00:00",16707
"Wed 9th Aug 2023","2023-08-09 00:00:00",16697
"Thu 10th Aug 2023","2023-08-10 00:00:00",16686
"Fri 11th Aug 2023","2023-08-11 00:00:00",16725
"Sat 12th Aug 2023","2023-08-12 00:00:00",16678
"Sun 13th Aug 2023","2023-08-13 00:00:00",16670
"Mon 14th Aug 2023","2023-08-14 00:00:00",16660
"Tue 15th Aug 2023","2023-08-15 00:00:00",16647
"Wed 16th Aug 2023","2023-08-16 00:00:00",16630
"Thu 17th Aug 2023","2023-08-17 00:00:00",16647
"Fri 18th Aug 2023","2023-08-18 00:00:00",16620
"Sat 19th Aug 2023","2023-08-19 00:00:00",16610
"Sun 20th Aug 2023","2023-08-20 00:00:00",16627
"Mon 21st Aug 2023","2023-08-21 00:00:00",16624
"Tue 22nd Aug 2023","2023-08-22 00:00:00",16601
"Wed 23rd Aug 2023","2023-08-23 00:00:00",16584
"Thu 24th Aug 2023","2023-08-24 00:00:00",16577
"Fri 25th Aug 2023","2023-08-25 00:00:00",16567
